timestamp,symbol,qty,side,price,order_type
2025-09-01 00:18:00+00:00,BTC/USD,0.0009263602516453918,buy,107949.364,market
2025-09-01 00:20:00+00:00,BTC/USD,0.0009265190112658475,buy,107930.68,market
2025-09-01 00:21:00+00:00,BTC/USD,0.0009270836030124427,buy,107863.61,market
2025-09-01 00:23:00+00:00,BTC/USD,0.0009276733150700833,buy,107792.924,market
2025-09-01 00:24:00+00:00,BTC/USD,0.0009280079694610152,buy,107752.4345,market
2025-09-01 00:25:00+00:00,BTC/USD,0.0009285909638809562,buy,107681.23,market
2025-09-01 00:27:00+00:00,BTC/USD,0.0009282363510135946,buy,107724.9905,market
2025-09-01 00:28:00+00:00,BTC/USD,0.0009273120294380362,buy,107840.452,market
2025-09-01 00:29:00+00:00,BTC/USD,0.0009270404875001553,buy,107874.788,market
2025-09-01 00:31:00+00:00,BTC/USD,0.000927974836560728,buy,107755.437,market
2025-09-01 00:34:00+00:00,BTC/USD,0.000927612914727369,buy,107802.15,market
2025-09-01 00:35:00+00:00,BTC/USD,0.0009276852926725856,buy,107792.7,market
2025-09-01 00:38:00+00:00,BTC/USD,0.0009277659600289188,buy,107782.05,market
2025-09-01 01:07:00+00:00,BTC/USD,0.0009245231669340414,buy,108216.8,market
2025-09-01 01:08:00+00:00,BTC/USD,0.0009248342895289219,buy,108174.45,market
2025-09-01 01:09:00+00:00,BTC/USD,0.0009254340138564123,buy,108091.95,market
2025-09-01 01:10:00+00:00,BTC/USD,0.0009261386086377786,buy,107994.033,market
2025-09-01 01:11:00+00:00,BTC/USD,0.0009257195483502541,buy,108052.95,market
2025-09-01 01:12:00+00:00,BTC/USD,0.0009252703314326318,buy,108116.95,market
2025-09-01 01:14:00+00:00,BTC/USD,0.0009253566559411588,buy,108104.4935,market
2025-09-01 01:15:00+00:00,BTC/USD,0.0009252850852194363,buy,108114.95,market
2025-09-01 01:16:00+00:00,BTC/USD,0.0009257414756050844,buy,108047.4625,market
2025-09-01 01:18:00+00:00,BTC/USD,0.0009242408282217985,buy,108272.54,market
2025-09-01 01:19:00+00:00,BTC/USD,0.0009245402920177252,buy,108226.965,market
2025-09-01 01:32:00+00:00,BTC/USD,0.0009253255844066487,buy,108106.065,market
2025-09-01 01:34:00+00:00,BTC/USD,0.0009251693097187797,buy,108130.4235,market
2025-09-01 01:36:00+00:00,BTC/USD,0.0009246600684375129,buy,108210.95,market
2025-09-01 01:37:00+00:00,BTC/USD,0.0009248724440342199,buy,108176.892,market
2025-09-01 01:41:00+00:00,BTC/USD,0.0009249084700193561,buy,108171.0365,market
2025-09-01 01:42:00+00:00,BTC/USD,0.0009245282141118629,buy,108233.7455,market
2025-09-01 01:49:00+00:00,BTC/USD,0.000924595683568282,buy,108222.4545,market
2025-09-01 01:50:00+00:00,BTC/USD,0.0009249193855074145,buy,108167.531,market
2025-09-01 01:51:00+00:00,BTC/USD,0.000925271952276525,buy,108106.8945,market
2025-09-01 01:52:00+00:00,BTC/USD,0.0009251636029312124,buy,108125.8,market
2025-09-01 01:53:00+00:00,BTC/USD,0.0009259174802344655,buy,107992.406,market
2025-09-01 01:54:00+00:00,BTC/USD,0.0009255339907627644,buy,108061.265,market
2025-09-01 01:57:00+00:00,BTC/USD,0.0009249176669584711,buy,108173.85,market
2025-09-01 02:02:00+00:00,BTC/USD,0.0009250833250594055,buy,108143.085,market
2025-09-01 02:03:00+00:00,BTC/USD,0.0009251770659136329,buy,108125.403,market
2025-09-01 02:04:00+00:00,BTC/USD,0.0009251592146349424,buy,108128.825,market
2025-09-01 02:06:00+00:00,BTC/USD,0.0009248267779928892,buy,108193.655,market
2025-09-01 02:10:00+00:00,BTC/USD,0.00092576388600945,buy,108008.013,market
2025-09-01 02:13:00+00:00,BTC/USD,0.0009261080949501228,buy,107938.8125,market
2025-09-01 02:14:00+00:00,BTC/USD,0.0009258202225994035,buy,107997.6965,market
2025-09-01 02:15:00+00:00,BTC/USD,0.0009261307984350684,buy,107933.0375,market
2025-09-01 02:16:00+00:00,BTC/USD,0.0009261467372292367,buy,107929.661,market
2025-09-01 02:17:00+00:00,BTC/USD,0.0009261192263015584,buy,107935.597,market
2025-09-01 02:18:00+00:00,BTC/USD,0.0009261712988745928,buy,107924.15,market
2025-09-01 02:19:00+00:00,BTC/USD,0.0009262329055426317,buy,107910.35,market
2025-09-01 02:21:00+00:00,BTC/USD,0.0009265873262583872,buy,107829.474,market
2025-09-01 02:22:00+00:00,BTC/USD,0.0009265644275647392,buy,107834.8,market
2025-09-01 02:23:00+00:00,BTC/USD,0.0009265668460003164,buy,107834.226,market
2025-09-01 02:24:00+00:00,BTC/USD,0.0009267445023853721,buy,107791.2,market
2025-09-01 02:25:00+00:00,BTC/USD,0.0009273291912602954,buy,107646.8375,market
2025-09-01 02:26:00+00:00,BTC/USD,0.0009274833560028808,buy,107608.0135,market
2025-09-01 02:27:00+00:00,BTC/USD,0.0009270630634389282,buy,107716.275,market
2025-09-01 02:28:00+00:00,BTC/USD,0.0009268892825832502,buy,107762.12,market
2025-09-01 02:29:00+00:00,BTC/USD,0.0009270442092516909,buy,107720.298,market
2025-09-01 02:30:00+00:00,BTC/USD,0.000927317477123039,buy,107644.8585,market
2025-09-01 02:31:00+00:00,BTC/USD,0.0009274209549010484,buy,107615.625,market
2025-09-01 02:32:00+00:00,BTC/USD,0.0009276476033226401,buy,107550.055,market
2025-09-01 02:33:00+00:00,BTC/USD,0.0009272462467784894,buy,107669.1975,market
2025-09-01 02:34:00+00:00,BTC/USD,0.0009274785019553228,buy,107598.41,market
2025-09-01 02:35:00+00:00,BTC/USD,0.0009273900482845754,buy,107626.085,market
2025-09-01 02:36:00+00:00,BTC/USD,0.0009276516092602317,buy,107542.025,market
2025-09-01 02:37:00+00:00,BTC/USD,0.0009273935904046141,buy,107627.31,market
2025-09-01 02:38:00+00:00,BTC/USD,0.000927432831025067,buy,107613.95,market
2025-09-01 02:43:00+00:00,BTC/USD,0.0009275717420576283,buy,107565.2545,market
2025-09-01 02:45:00+00:00,BTC/USD,0.0009275583871001111,buy,107570.08,market
2025-09-01 02:47:00+00:00,BTC/USD,0.0009275994157181248,buy,107554.78,market
2025-09-01 02:48:00+00:00,BTC/USD,0.0009276597149425278,buy,107531.555,market
2025-09-01 02:49:00+00:00,BTC/USD,0.0009278089055782113,buy,107472.1635,market
2025-09-01 02:50:00+00:00,BTC/USD,0.000927717989858837,buy,107509.636,market
2025-09-01 02:51:00+00:00,BTC/USD,0.0009278002136820159,buy,107474.495,market
2025-09-01 02:54:00+00:00,BTC/USD,0.0009273595372162719,buy,107670.337,market
2025-09-01 02:57:00+00:00,BTC/USD,0.0009275085962551485,buy,107601.3705,market
2025-09-01 03:01:00+00:00,BTC/USD,0.0009275718657587093,buy,107570.91,market
2025-09-01 03:02:00+00:00,BTC/USD,0.0009274961105624746,buy,107608.9635,market
2025-09-01 03:03:00+00:00,BTC/USD,0.0009272275628470698,buy,107750.203,market
2025-09-01 03:05:00+00:00,BTC/USD,0.0009273224900568319,buy,107697.864,market
2025-09-01 03:14:00+00:00,BTC/USD,0.0009275583175833223,buy,107561.6,market
2025-09-01 03:15:00+00:00,BTC/USD,0.0009275809615553636,buy,107547.85,market
2025-09-01 03:17:00+00:00,BTC/USD,0.0009274747073869604,buy,107615.97,market
2025-09-01 03:19:00+00:00,BTC/USD,0.0009275659456042274,buy,107554.05,market
2025-09-01 03:20:00+00:00,BTC/USD,0.0009276390880555903,buy,107501.383,market
2025-09-01 03:21:00+00:00,BTC/USD,0.0009275988163098923,buy,107532.295,market
2025-09-01 03:22:00+00:00,BTC/USD,0.0009275638188019933,buy,107561.08,market
2025-09-01 03:23:00+00:00,BTC/USD,0.0009276065809769411,buy,107523.226,market
2025-09-01 03:26:00+00:00,BTC/USD,0.000927652083524773,buy,107479.65,market
2025-09-01 03:29:00+00:00,BTC/USD,0.0009276208037150894,buy,107512.3,market
2025-09-01 03:31:00+00:00,BTC/USD,0.0009276003262058969,buy,107535.803,market
2025-09-01 03:33:00+00:00,BTC/USD,0.0009276361591218145,buy,107490.165,market
2025-09-01 03:36:00+00:00,BTC/USD,0.0009276543660213608,buy,107464.131280788,market
2025-09-01 03:37:00+00:00,BTC/USD,0.0009276543660213609,buy,107464.131280788,market
2025-09-01 03:38:00+00:00,BTC/USD,0.0009276362924655514,buy,107498.445,market
2025-09-01 03:43:00+00:00,BTC/USD,0.0009276134065863631,buy,107550.4535,market
2025-09-01 03:53:00+00:00,BTC/USD,0.0009276284408813822,buy,107507.95,market
2025-09-01 04:07:00+00:00,BTC/USD,0.0009276147917117173,buy,107558.985,market
2025-09-01 04:27:00+00:00,BTC/USD,0.0009276361286044266,buy,107441.281280788,market
2025-09-01 04:28:00+00:00,BTC/USD,0.000927630752091747,buy,107497.825,market
2025-09-01 04:29:00+00:00,BTC/USD,9.399037254384961e-05,buy,107491.415,market
